<----2020-10-09 11:28:03---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:01:55---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:01:55---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:02:05---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:02:30---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:02:30---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:02:43---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:04:18---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:04:18---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:04:20---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:04:20---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:04:49---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:05:03---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:07:00---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:07:04---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:07:15---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:07:22---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:07:27---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:08:09---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:11:10---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:11:10---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:11:25---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:11:25---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-24 15:11:33---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:33:15---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:33:23---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:33:29---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:34:03---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:34:05---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:34:08---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:34:11---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:34:24---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:34:30---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:34:54---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:34:57---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:35:00---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:35:02---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:35:05---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:35:10---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:35:13---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:36:11---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:36:14---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:36:43---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 21:36:52---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 22:35:51---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=1 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 22:35:51---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-10-25 22:39:44---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
<----2020-11-30 11:26:33---->select r.id, r.payment_id,r.sort, t.name as pay_type,r.user_group as user_group,v.name as entrance,w.name as bank,config,balance,lower_limit,upper_limit from #@_payment_group as r left join #@_payment_config as s on r.payment_id = s.id left join #@_dictionary as t on r.pay_type = t.id  left join #@_dictionary as v on r.entrance = v.value and v.classid=4 left join #@_dictionary as w on s.bank_id = w.id where 1=1 and entrance_group = 0 AND purpose=0 order by r.entrance asc, sort asc limit 0,20
